timestamp,symbol,close
2026-04-27T15:00:00Z,AAOI,145.36
2026-04-27T15:00:00Z,ABT,93.065
2026-04-27T15:00:00Z,AIQ,55.23
2026-04-27T15:00:00Z,AMD,332.785
2026-04-27T15:00:00Z,AVAV,194.38
2026-04-27T15:00:00Z,AYI,288.57
2026-04-27T15:00:00Z,BDC,132.98
2026-04-27T15:00:00Z,BFC,144.54
2026-04-27T15:00:00Z,BOTZ,38.34
2026-04-27T15:00:00Z,BP,46.255
2026-04-27T15:00:00Z,CI,283.7
2026-04-27T15:00:00Z,CRBG,26.71
2026-04-27T15:00:00Z,DOCN,95.87
2026-04-27T15:00:00Z,EQH,41.69
2026-04-27T15:00:00Z,ILMN,127.86
2026-04-27T15:00:00Z,IMAX,37.53
2026-04-27T15:00:00Z,INTC,83.16
2026-04-27T15:00:00Z,ITA,215.1
2026-04-27T15:00:00Z,MDT,83.25
2026-04-27T15:00:00Z,MET,77.625
2026-04-27T15:00:00Z,MPC,228.13
2026-04-27T15:00:00Z,NE,53.62
2026-04-27T15:00:00Z,NOC,577.71
2026-04-27T15:00:00Z,OGN,13.175
2026-04-27T15:00:00Z,SAN,12.01
2026-04-27T15:00:00Z,SPY,713.39
2026-04-27T15:00:00Z,TTD,23.605
2026-04-27T15:00:00Z,VOYA,81.465
2026-04-27T15:00:00Z,WMG,29.1
2026-04-27T15:00:00Z,XAR,256.2
2026-04-27T16:00:00Z,AAOI,145.19
2026-04-27T16:00:00Z,ABT,92.645
2026-04-27T16:00:00Z,AIQ,55.29
2026-04-27T16:00:00Z,AMD,334.14
2026-04-27T16:00:00Z,AVAV,194.19
2026-04-27T16:00:00Z,AYI,290.265
2026-04-27T16:00:00Z,BDC,132.99
2026-04-27T16:00:00Z,BOTZ,38.385
2026-04-27T16:00:00Z,BP,46.145
2026-04-27T16:00:00Z,CI,282.09
2026-04-27T16:00:00Z,CRBG,26.74
2026-04-27T16:00:00Z,DOCN,96.15
2026-04-27T16:00:00Z,EQH,41.76
2026-04-27T16:00:00Z,ILMN,127.55
2026-04-27T16:00:00Z,IMAX,37.545
2026-04-27T16:00:00Z,INTC,83.73
2026-04-27T16:00:00Z,ITA,215.19
2026-04-27T16:00:00Z,MDT,83.11
2026-04-27T16:00:00Z,MET,77.795
2026-04-27T16:00:00Z,MPC,228.22
2026-04-27T16:00:00Z,NE,53.4
2026-04-27T16:00:00Z,NOC,573.49
2026-04-27T16:00:00Z,OGN,13.185
2026-04-27T16:00:00Z,SAN,11.995
2026-04-27T16:00:00Z,SPY,714.12
2026-04-27T16:00:00Z,TTD,23.475
2026-04-27T16:00:00Z,VOYA,81.85
2026-04-27T16:00:00Z,WMG,29.11
2026-04-27T17:00:00Z,AAOI,147.865
2026-04-27T17:00:00Z,ABT,92.4
2026-04-27T17:00:00Z,AIQ,55.31
2026-04-27T17:00:00Z,AMD,335.12
2026-04-27T17:00:00Z,AVAV,195.6
2026-04-27T17:00:00Z,AYI,290.575
2026-04-27T17:00:00Z,BDC,132.375
2026-04-27T17:00:00Z,BOTZ,38.445
2026-04-27T17:00:00Z,BP,45.975
2026-04-27T17:00:00Z,CI,280.24
2026-04-27T17:00:00Z,CRBG,26.71
2026-04-27T17:00:00Z,DOCN,97.04
2026-04-27T17:00:00Z,EQH,41.76
2026-04-27T17:00:00Z,ILMN,127.525
2026-04-27T17:00:00Z,IMAX,37.38
2026-04-27T17:00:00Z,INTC,83.33
2026-04-27T17:00:00Z,ITA,215.19
2026-04-27T17:00:00Z,MDT,82.97
2026-04-27T17:00:00Z,MET,77.65
2026-04-27T17:00:00Z,MPC,228.32
2026-04-27T17:00:00Z,NE,53.0
2026-04-27T17:00:00Z,NOC,570.37
2026-04-27T17:00:00Z,OGN,13.185
2026-04-27T17:00:00Z,SAN,11.985
2026-04-27T17:00:00Z,SPY,714.89
2026-04-27T17:00:00Z,TTD,23.365
2026-04-27T17:00:00Z,VOYA,81.615
2026-04-27T17:00:00Z,WMG,28.97
2026-04-27T18:00:00Z,AAOI,147.595
2026-04-27T18:00:00Z,ABT,92.57
2026-04-27T18:00:00Z,AIQ,55.3
2026-04-27T18:00:00Z,AMD,337.24
2026-04-27T18:00:00Z,AVAV,196.26
2026-04-27T18:00:00Z,AYI,290.635
2026-04-27T18:00:00Z,BDC,131.91
2026-04-27T18:00:00Z,BOTZ,38.48
2026-04-27T18:00:00Z,BP,46.24
2026-04-27T18:00:00Z,CI,281.965
2026-04-27T18:00:00Z,CRBG,26.8
2026-04-27T18:00:00Z,DOCN,97.74
2026-04-27T18:00:00Z,EQH,41.76
2026-04-27T18:00:00Z,ILMN,128.065
2026-04-27T18:00:00Z,IMAX,37.475
2026-04-27T18:00:00Z,INTC,83.26
2026-04-27T18:00:00Z,ITA,215.625
2026-04-27T18:00:00Z,MDT,83.07
2026-04-27T18:00:00Z,MET,77.835
2026-04-27T18:00:00Z,MPC,229.405
2026-04-27T18:00:00Z,NE,53.43
2026-04-27T18:00:00Z,NOC,571.37
2026-04-27T18:00:00Z,OGN,13.165
2026-04-27T18:00:00Z,PPA,165.69
2026-04-27T18:00:00Z,SAN,12.015
2026-04-27T18:00:00Z,SPY,714.875
2026-04-27T18:00:00Z,TTD,23.265
2026-04-27T18:00:00Z,VOYA,81.93
2026-04-27T18:00:00Z,WMG,28.76
2026-04-27T19:00:00Z,AAOI,145.78
2026-04-27T19:00:00Z,ABT,92.82
2026-04-27T19:00:00Z,AIQ,55.37
2026-04-27T19:00:00Z,AMD,334.42
2026-04-27T19:00:00Z,AVAV,195.765
2026-04-27T19:00:00Z,AYI,291.98
2026-04-27T19:00:00Z,BDC,131.65
2026-04-27T19:00:00Z,BFC,145.75
2026-04-27T19:00:00Z,BOTZ,38.47
2026-04-27T19:00:00Z,BP,45.955
2026-04-27T19:00:00Z,CI,282.62
2026-04-27T19:00:00Z,CRBG,26.7
2026-04-27T19:00:00Z,DOCN,98.92
2026-04-27T19:00:00Z,EQH,41.545
2026-04-27T19:00:00Z,ILMN,128.52
2026-04-27T19:00:00Z,IMAX,37.16
2026-04-27T19:00:00Z,INTC,84.99
2026-04-27T19:00:00Z,ITA,216.03
2026-04-27T19:00:00Z,MDT,82.905
2026-04-27T19:00:00Z,MET,77.7
2026-04-27T19:00:00Z,MPC,227.22
2026-04-27T19:00:00Z,NE,53.58
2026-04-27T19:00:00Z,NOC,575.22
2026-04-27T19:00:00Z,OGN,13.17
2026-04-27T19:00:00Z,PPA,165.71
2026-04-27T19:00:00Z,SAN,11.995
2026-04-27T19:00:00Z,SPY,715.165
2026-04-27T19:00:00Z,TTD,23.16
2026-04-27T19:00:00Z,VOYA,81.715
2026-04-27T19:00:00Z,WMG,28.68
2026-04-27T19:00:00Z,XAR,257.23
2026-04-27T20:00:00Z,AMD,335.41
2026-04-27T20:00:00Z,OGN,13.18
2026-04-28T12:00:00Z,AMD,317.23
2026-04-28T12:00:00Z,BP,47.2
2026-04-28T12:00:00Z,INTC,81.67
2026-04-28T12:00:00Z,OGN,13.16
2026-04-28T13:00:00Z,AAOI,143.03
2026-04-28T13:00:00Z,ABT,94.22
2026-04-28T13:00:00Z,AIQ,54.675
2026-04-28T13:00:00Z,AMD,322.95
2026-04-28T13:00:00Z,AVAV,191.38
2026-04-28T13:00:00Z,AYI,286.705
2026-04-28T13:00:00Z,BDC,130.455
2026-04-28T13:00:00Z,BFC,148.415
2026-04-28T13:00:00Z,BOTZ,37.745
2026-04-28T13:00:00Z,BP,46.43
2026-04-28T13:00:00Z,CI,285.715
2026-04-28T13:00:00Z,CRBG,26.77
2026-04-28T13:00:00Z,DOCN,95.99
2026-04-28T13:00:00Z,EQH,41.65
2026-04-28T13:00:00Z,ILMN,126.27
2026-04-28T13:00:00Z,IMAX,37.28
2026-04-28T13:00:00Z,INTC,83.035
2026-04-28T13:00:00Z,ITA,215.415
2026-04-28T13:00:00Z,MDT,83.04
2026-04-28T13:00:00Z,MET,77.92
2026-04-28T13:00:00Z,MPC,228.37
2026-04-28T13:00:00Z,NE,52.91
2026-04-28T13:00:00Z,NOC,574.16
2026-04-28T13:00:00Z,OGN,13.245
2026-04-28T13:00:00Z,PPA,164.99
2026-04-28T13:00:00Z,SAN,12.135
2026-04-28T13:00:00Z,TTD,23.025
2026-04-28T13:00:00Z,VOYA,82.185
2026-04-28T13:00:00Z,WMG,28.07
2026-04-28T13:00:00Z,XAR,255.0
2026-04-28T14:00:00Z,AAOI,136.53
2026-04-28T14:00:00Z,ABT,93.89
2026-04-28T14:00:00Z,AIQ,54.16
2026-04-28T14:00:00Z,AMD,319.63
2026-04-28T14:00:00Z,AVAV,186.85
2026-04-28T14:00:00Z,AYI,283.62
2026-04-28T14:00:00Z,BDC,127.23
2026-04-28T14:00:00Z,BFC,148.54
2026-04-28T14:00:00Z,BOTZ,37.495
2026-04-28T14:00:00Z,BP,46.505
2026-04-28T14:00:00Z,CI,287.69
2026-04-28T14:00:00Z,CRBG,27.03
2026-04-28T14:00:00Z,DOCN,95.02
2026-04-28T14:00:00Z,EQH,41.95
2026-04-28T14:00:00Z,ILMN,126.79
2026-04-28T14:00:00Z,IMAX,37.21
2026-04-28T14:00:00Z,INTC,81.89
2026-04-28T14:00:00Z,ITA,214.31
2026-04-28T14:00:00Z,MDT,82.67
2026-04-28T14:00:00Z,MET,78.4
2026-04-28T14:00:00Z,MPC,230.0
2026-04-28T14:00:00Z,NE,52.75
2026-04-28T14:00:00Z,NOC,575.93
2026-04-28T14:00:00Z,OGN,13.225
2026-04-28T14:00:00Z,PPA,163.78
2026-04-28T14:00:00Z,SAN,12.11
2026-04-28T14:00:00Z,SPY,710.51
2026-04-28T14:00:00Z,TTD,23.02
2026-04-28T14:00:00Z,VOYA,81.74
2026-04-28T14:00:00Z,WMG,28.485
2026-04-28T14:00:00Z,XAR,252.54
2026-04-28T15:00:00Z,AAOI,137.52
2026-04-28T15:00:00Z,ABT,93.78
2026-04-28T15:00:00Z,AIQ,54.15
2026-04-28T15:00:00Z,AMD,319.9
2026-04-28T15:00:00Z,AVAV,187.32
2026-04-28T15:00:00Z,AYI,283.345
2026-04-28T15:00:00Z,BDC,127.415
2026-04-28T15:00:00Z,BOTZ,37.535
2026-04-28T15:00:00Z,BP,46.615
2026-04-28T15:00:00Z,CI,287.43
2026-04-28T15:00:00Z,CRBG,26.96
2026-04-28T15:00:00Z,DOCN,94.615
2026-04-28T15:00:00Z,EQH,41.91
2026-04-28T15:00:00Z,ILMN,126.615
2026-04-28T15:00:00Z,IMAX,37.03
2026-04-28T15:00:00Z,INTC,81.765
2026-04-28T15:00:00Z,ITA,213.695
2026-04-28T15:00:00Z,MDT,82.27
2026-04-28T15:00:00Z,MET,78.76
2026-04-28T15:00:00Z,MPC,229.36
2026-04-28T15:00:00Z,NE,52.2
2026-04-28T15:00:00Z,NOC,573.93
2026-04-28T15:00:00Z,OGN,13.285
2026-04-28T15:00:00Z,PPA,164.36
2026-04-28T15:00:00Z,SAN,12.085
2026-04-28T15:00:00Z,SPY,709.92
2026-04-28T15:00:00Z,TTD,23.005
2026-04-28T15:00:00Z,VOYA,82.12
2026-04-28T15:00:00Z,WMG,28.47
2026-04-28T15:00:00Z,XAR,252.57
2026-04-28T16:00:00Z,AAOI,137.7
2026-04-28T16:00:00Z,ABT,93.695
2026-04-28T16:00:00Z,AIQ,54.29
2026-04-28T16:00:00Z,AMD,322.11
2026-04-28T16:00:00Z,AVAV,189.41
2026-04-28T16:00:00Z,AYI,283.86
2026-04-28T16:00:00Z,BDC,127.605
2026-04-28T16:00:00Z,BOTZ,37.61
2026-04-28T16:00:00Z,BP,46.545
2026-04-28T16:00:00Z,CI,285.69
2026-04-28T16:00:00Z,CRBG,26.865
2026-04-28T16:00:00Z,DOCN,94.675
2026-04-28T16:00:00Z,DULL,54.59
2026-04-28T16:00:00Z,EQH,41.7
2026-04-28T16:00:00Z,ILMN,126.88
2026-04-28T16:00:00Z,IMAX,36.96
2026-04-28T16:00:00Z,INTC,82.35
2026-04-28T16:00:00Z,ITA,214.04
2026-04-28T16:00:00Z,MDT,81.87
2026-04-28T16:00:00Z,MET,78.84
2026-04-28T16:00:00Z,MPC,230.41
2026-04-28T16:00:00Z,NE,51.86
2026-04-28T16:00:00Z,NOC,573.59
2026-04-28T16:00:00Z,OGN,13.305
2026-04-28T16:00:00Z,SAN,12.065
2026-04-28T16:00:00Z,SPY,710.18
2026-04-28T16:00:00Z,TTD,23.1
2026-04-28T16:00:00Z,VOYA,82.26
2026-04-28T16:00:00Z,WMG,28.395
2026-04-28T16:00:00Z,XAR,252.64
2026-04-28T17:00:00Z,AAOI,139.89
2026-04-28T17:00:00Z,ABT,93.93
2026-04-28T17:00:00Z,AIQ,54.48
2026-04-28T17:00:00Z,AMD,324.99
2026-04-28T17:00:00Z,AVAV,191.24
2026-04-28T17:00:00Z,AYI,284.535
2026-04-28T17:00:00Z,BDC,128.35
2026-04-28T17:00:00Z,BFC,148.9
2026-04-28T17:00:00Z,BOTZ,37.66
2026-04-28T17:00:00Z,BP,46.445
2026-04-28T17:00:00Z,CI,285.82
2026-04-28T17:00:00Z,CRBG,26.865
2026-04-28T17:00:00Z,DOCN,94.28
2026-04-28T17:00:00Z,EQH,41.62
2026-04-28T17:00:00Z,ILMN,126.845
2026-04-28T17:00:00Z,IMAX,36.79
2026-04-28T17:00:00Z,INTC,83.61
2026-04-28T17:00:00Z,ITA,214.63
2026-04-28T17:00:00Z,MDT,81.82
2026-04-28T17:00:00Z,MET,78.905
2026-04-28T17:00:00Z,MPC,230.05
2026-04-28T17:00:00Z,NE,51.52
2026-04-28T17:00:00Z,NOC,574.36
2026-04-28T17:00:00Z,OGN,13.295
2026-04-28T17:00:00Z,PPA,164.42
2026-04-28T17:00:00Z,SAN,12.055
2026-04-28T17:00:00Z,SPY,711.03
2026-04-28T17:00:00Z,TTD,23.275
2026-04-28T17:00:00Z,VOYA,82.18
2026-04-28T17:00:00Z,WMG,28.33
2026-04-28T17:00:00Z,XAR,253.385
2026-04-28T18:00:00Z,AAOI,140.675
2026-04-28T18:00:00Z,ABT,93.34
2026-04-28T18:00:00Z,AIQ,54.53
2026-04-28T18:00:00Z,AMD,325.79
2026-04-28T18:00:00Z,AVAV,191.58
2026-04-28T18:00:00Z,AYI,284.925
2026-04-28T18:00:00Z,BDC,129.225
2026-04-28T18:00:00Z,BOTZ,37.71
2026-04-28T18:00:00Z,BP,46.345
2026-04-28T18:00:00Z,CI,285.11
2026-04-28T18:00:00Z,CRBG,26.9
2026-04-28T18:00:00Z,DOCN,94.97
2026-04-28T18:00:00Z,EQH,41.72
2026-04-28T18:00:00Z,ILMN,126.53
2026-04-28T18:00:00Z,IMAX,37.155
2026-04-28T18:00:00Z,INTC,84.06
2026-04-28T18:00:00Z,ITA,215.085
2026-04-28T18:00:00Z,MDT,81.41
2026-04-28T18:00:00Z,MET,78.45
2026-04-28T18:00:00Z,MPC,231.78
2026-04-28T18:00:00Z,NE,51.36
2026-04-28T18:00:00Z,NOC,575.62
2026-04-28T18:00:00Z,OGN,13.315
2026-04-28T18:00:00Z,PPA,164.58
2026-04-28T18:00:00Z,SAN,12.04
2026-04-28T18:00:00Z,SPY,711.525
2026-04-28T18:00:00Z,TTD,23.265
2026-04-28T18:00:00Z,VOYA,82.09
2026-04-28T18:00:00Z,WMG,28.46
2026-04-28T18:00:00Z,XAR,254.07
2026-04-28T19:00:00Z,AAOI,137.27
2026-04-28T19:00:00Z,ABT,93.855
2026-04-28T19:00:00Z,AIQ,54.49
2026-04-28T19:00:00Z,AMD,323.08
2026-04-28T19:00:00Z,AVAV,192.52
2026-04-28T19:00:00Z,AYI,285.19
2026-04-28T19:00:00Z,BDC,127.955
2026-04-28T19:00:00Z,BFC,148.605
2026-04-28T19:00:00Z,BOTZ,37.66
2026-04-28T19:00:00Z,BP,46.35
2026-04-28T19:00:00Z,CI,284.99
2026-04-28T19:00:00Z,CRBG,26.945
2026-04-28T19:00:00Z,DOCN,94.395
2026-04-28T19:00:00Z,DULL,54.31
2026-04-28T19:00:00Z,EQH,41.86
2026-04-28T19:00:00Z,ILMN,126.95
2026-04-28T19:00:00Z,IMAX,36.96
2026-04-28T19:00:00Z,INTC,84.54
2026-04-28T19:00:00Z,ITA,216.22
2026-04-28T19:00:00Z,MDT,81.89
2026-04-28T19:00:00Z,MET,78.3
2026-04-28T19:00:00Z,MPC,232.525
2026-04-28T19:00:00Z,NE,50.975
2026-04-28T19:00:00Z,NOC,577.76
2026-04-28T19:00:00Z,OGN,13.33
2026-04-28T19:00:00Z,PPA,165.44
2026-04-28T19:00:00Z,SAN,12.05
2026-04-28T19:00:00Z,SPY,711.68
2026-04-28T19:00:00Z,TTD,23.25
2026-04-28T19:00:00Z,VOYA,81.645
2026-04-28T19:00:00Z,WMG,28.55
2026-04-28T19:00:00Z,XAR,255.12
2026-04-28T20:00:00Z,AMD,323.68
2026-04-29T12:00:00Z,INTC,85.91
2026-04-29T13:00:00Z,AAOI,145.875
2026-04-29T13:00:00Z,ABT,92.31
2026-04-29T13:00:00Z,AIQ,54.62
2026-04-29T13:00:00Z,AMD,323.37
2026-04-29T13:00:00Z,AVAV,184.48
2026-04-29T13:00:00Z,AYI,285.61
2026-04-29T13:00:00Z,BDC,126.83
2026-04-29T13:00:00Z,BFC,146.29
2026-04-29T13:00:00Z,BOTZ,37.425
2026-04-29T13:00:00Z,BP,46.825
2026-04-29T13:00:00Z,CI,288.435
2026-04-29T13:00:00Z,CRBG,26.91
2026-04-29T13:00:00Z,DOCN,96.485
2026-04-29T13:00:00Z,EQH,41.38
2026-04-29T13:00:00Z,ILMN,125.54
2026-04-29T13:00:00Z,IMAX,37.05
2026-04-29T13:00:00Z,INTC,88.17
2026-04-29T13:00:00Z,ITA,213.91
2026-04-29T13:00:00Z,MDT,80.03
2026-04-29T13:00:00Z,MET,78.64
2026-04-29T13:00:00Z,MPC,238.23
2026-04-29T13:00:00Z,NE,50.705
2026-04-29T13:00:00Z,NOC,574.495
2026-04-29T13:00:00Z,OGN,13.31
2026-04-29T13:00:00Z,PPA,164.21
2026-04-29T13:00:00Z,SAN,12.17
2026-04-29T13:00:00Z,TTD,24.28
2026-04-29T13:00:00Z,VOYA,81.4
2026-04-29T13:00:00Z,WMG,28.59
2026-04-29T13:00:00Z,XAR,252.12
2026-04-29T14:00:00Z,AAOI,147.7
2026-04-29T14:00:00Z,ABT,91.78
2026-04-29T14:00:00Z,AIQ,54.98
2026-04-29T14:00:00Z,AMD,332.74
2026-04-29T14:00:00Z,AVAV,184.92
2026-04-29T14:00:00Z,AYI,287.57
2026-04-29T14:00:00Z,BDC,129.29
2026-04-29T14:00:00Z,BFC,146.71
2026-04-29T14:00:00Z,BOTZ,37.49
2026-04-29T14:00:00Z,BP,46.505
2026-04-29T14:00:00Z,CI,287.925
2026-04-29T14:00:00Z,CRBG,27.01
2026-04-29T14:00:00Z,DOCN,98.61
2026-04-29T14:00:00Z,EQH,41.86
2026-04-29T14:00:00Z,ILMN,123.65
2026-04-29T14:00:00Z,IMAX,36.735
2026-04-29T14:00:00Z,INTC,93.29
2026-04-29T14:00:00Z,ITA,212.15
2026-04-29T14:00:00Z,MDT,79.59
2026-04-29T14:00:00Z,MET,79.04
2026-04-29T14:00:00Z,MPC,240.99
2026-04-29T14:00:00Z,NE,51.425
2026-04-29T14:00:00Z,NOC,568.585
2026-04-29T14:00:00Z,OGN,13.325
2026-04-29T14:00:00Z,PPA,163.73
2026-04-29T14:00:00Z,SAN,12.245
2026-04-29T14:00:00Z,SPY,711.41
2026-04-29T14:00:00Z,TTD,24.005
2026-04-29T14:00:00Z,VOYA,82.36
2026-04-29T14:00:00Z,WMG,28.0
2026-04-29T14:00:00Z,XAR,250.32
2026-04-29T15:00:00Z,AAOI,144.62
2026-04-29T15:00:00Z,ABT,92.33
2026-04-29T15:00:00Z,AIQ,54.73
2026-04-29T15:00:00Z,AMD,328.17
2026-04-29T15:00:00Z,AVAV,184.15
2026-04-29T15:00:00Z,AYI,283.44
2026-04-29T15:00:00Z,BDC,128.48
2026-04-29T15:00:00Z,BFC,145.13
2026-04-29T15:00:00Z,BOTZ,37.39
2026-04-29T15:00:00Z,BP,46.79
2026-04-29T15:00:00Z,CI,288.35
2026-04-29T15:00:00Z,CRBG,26.87
2026-04-29T15:00:00Z,DOCN,95.85
2026-04-29T15:00:00Z,EQH,41.4
2026-04-29T15:00:00Z,ILMN,122.235
2026-04-29T15:00:00Z,IMAX,37.1
2026-04-29T15:00:00Z,INTC,92.98
2026-04-29T15:00:00Z,ITA,212.0
2026-04-29T15:00:00Z,MDT,79.82
2026-04-29T15:00:00Z,MET,78.31
2026-04-29T15:00:00Z,MPC,242.06
2026-04-29T15:00:00Z,NE,51.045
2026-04-29T15:00:00Z,NOC,571.16
2026-04-29T15:00:00Z,OGN,13.33
2026-04-29T15:00:00Z,PPA,163.06
2026-04-29T15:00:00Z,SAN,12.07
2026-04-29T15:00:00Z,SPY,710.095
2026-04-29T15:00:00Z,TTD,23.795
2026-04-29T15:00:00Z,VOYA,81.775
2026-04-29T15:00:00Z,WMG,27.59
2026-04-29T15:00:00Z,XAR,249.36
2026-04-29T16:00:00Z,AAOI,143.67
2026-04-29T16:00:00Z,ABT,92.205
2026-04-29T16:00:00Z,AIQ,54.63
2026-04-29T16:00:00Z,AMD,330.865
2026-04-29T16:00:00Z,AVAV,184.3
2026-04-29T16:00:00Z,AYI,285.61
2026-04-29T16:00:00Z,BDC,127.2
2026-04-29T16:00:00Z,BOTZ,37.26
2026-04-29T16:00:00Z,BP,46.705
2026-04-29T16:00:00Z,CI,290.095
2026-04-29T16:00:00Z,CRBG,26.955
2026-04-29T16:00:00Z,DOCN,95.675
2026-04-29T16:00:00Z,EQH,41.45
2026-04-29T16:00:00Z,ILMN,122.74
2026-04-29T16:00:00Z,IMAX,37.33
2026-04-29T16:00:00Z,INTC,93.23
2026-04-29T16:00:00Z,ITA,212.54
2026-04-29T16:00:00Z,MDT,79.86
2026-04-29T16:00:00Z,MET,78.41
2026-04-29T16:00:00Z,MPC,244.92
2026-04-29T16:00:00Z,NE,50.14
2026-04-29T16:00:00Z,NOC,572.16
2026-04-29T16:00:00Z,OGN,13.33
2026-04-29T16:00:00Z,SAN,12.035
2026-04-29T16:00:00Z,SPY,709.65
2026-04-29T16:00:00Z,TTD,23.8
2026-04-29T16:00:00Z,VOYA,81.825
2026-04-29T16:00:00Z,WMG,27.52
2026-04-29T16:00:00Z,XAR,248.6
2026-04-29T17:00:00Z,AAOI,149.14
2026-04-29T17:00:00Z,ABT,92.095
2026-04-29T17:00:00Z,AIQ,54.82
2026-04-29T17:00:00Z,AMD,335.08
2026-04-29T17:00:00Z,AVAV,185.44
2026-04-29T17:00:00Z,AYI,286.38
2026-04-29T17:00:00Z,BDC,128.075
2026-04-29T17:00:00Z,BOTZ,37.26
2026-04-29T17:00:00Z,BP,46.5
2026-04-29T17:00:00Z,CI,290.87
2026-04-29T17:00:00Z,CRBG,27.12
2026-04-29T17:00:00Z,DOCN,96.0
2026-04-29T17:00:00Z,EQH,41.78
2026-04-29T17:00:00Z,ILMN,120.8
2026-04-29T17:00:00Z,IMAX,37.345
2026-04-29T17:00:00Z,INTC,93.57
2026-04-29T17:00:00Z,ITA,212.96
2026-04-29T17:00:00Z,MDT,79.56
2026-04-29T17:00:00Z,MET,78.56
2026-04-29T17:00:00Z,MPC,242.83
2026-04-29T17:00:00Z,NE,50.54
2026-04-29T17:00:00Z,NOC,572.235
2026-04-29T17:00:00Z,OGN,13.315
2026-04-29T17:00:00Z,PPA,163.67
2026-04-29T17:00:00Z,SAN,12.055
2026-04-29T17:00:00Z,SPY,710.6
2026-04-29T17:00:00Z,TTD,24.005
2026-04-29T17:00:00Z,VOYA,81.92
2026-04-29T17:00:00Z,WMG,27.39
2026-04-29T17:00:00Z,XAR,250.11
2026-04-29T18:00:00Z,AAOI,152.6
2026-04-29T18:00:00Z,ABT,91.905
2026-04-29T18:00:00Z,AIQ,54.98
2026-04-29T18:00:00Z,AMD,337.2
2026-04-29T18:00:00Z,AVAV,183.715
2026-04-29T18:00:00Z,AYI,286.17
2026-04-29T18:00:00Z,BDC,126.22
2026-04-29T18:00:00Z,BFC,144.27
2026-04-29T18:00:00Z,BOTZ,37.21
2026-04-29T18:00:00Z,BP,46.345
2026-04-29T18:00:00Z,CI,292.03
2026-04-29T18:00:00Z,CRBG,27.0
2026-04-29T18:00:00Z,DOCN,97.02
2026-04-29T18:00:00Z,EQH,41.52
2026-04-29T18:00:00Z,ILMN,120.75
2026-04-29T18:00:00Z,IMAX,36.89
2026-04-29T18:00:00Z,INTC,93.87
2026-04-29T18:00:00Z,ITA,212.09
2026-04-29T18:00:00Z,MDT,79.35
2026-04-29T18:00:00Z,MET,78.52
